text,label
Une très belle évocation de la vie de l'écrivain Ernest Hemingway !,1
"Rien a voir avec le merveilleux steak que j'ai adoré ! Ce film est absurde au point qu'on perd le fil et qu'on y comprend plus grand chose. Heureusement que le personnage principal sauve le film de part son jeux d'acteur fabuleux. On pleure avec lui quant a la disparition de Paul et on jubile avec lui quand il le retrouve. La scène des retrouvailles est très émouvante. Petit point positif également pour Éric Judor qui reste fidèle a lui même, même si on lui aurait préferé un plus grand rôle. 2/5",0
"Malgré Julie Gayet, un film sans charme et assez ennuyeux. Pour ce qui est de la séduction, mieux vaut aller chez Emmanuel Mouret ! Quant à Mathieu Demy, dire qu'il est loin d'être convaincant est un euphémisme.",0
"Un super film de Peckinpah! Avec ""Guet-apens"" et ""la horde sauvage"", il fait partie de mes films préféré parmi la riche filmographie du grand Sam. Pour en revenir au film, celui-ci est empreint d'une ambiance unique avec pour cadre naturel les décors campagnards, envoûtant de la Cornouailles. Le scénario est simple mais superbement mis en scène. Dustin Hoffman campe avec beaucoup de talent son personnage d'intello pacifique qui aura malheureusement recours à la violence pour calmer certaines ardeurs de villageois peu scrupuleux et malsains. Mais pour moi, la cerise sur le gâteau est la présence de l'actrice Susan George. J'ai 25 ans et je trouve cet actrice sublime et fort charismatique. Déjà, dans le film ""Larry le dingue et Mary la garce"", elle m'avait fait beaucoup d'effets mais dans ce film je la ""kiffe"" trop. Dommage qu'elle n'ait pas eu une carrière plus connue.",1
"Totalement inutile......c’est la seule femme que je connais qui après avoir perdu les eaux , reste aussi longtemps en train de se battre sans accoucher.....",0
"Un film au budget limité mais à l'importance capitale car la France ne veut pas se souvenir de ses déboires coloniaux. Ne nous y trompons pas, la défaite de Dien Bien phu fut bel et bien le début de la fin de l'empire colonial français, cette image de la France humiliée par le viet-minh inscite les autres pays colonisés à s'insurger contre sa tutelle. Ce film retranscrit trés bien cette terrible bataille de 2 mois où l'on se battait parfois à un contre dix au corps à corps, où l'artillerie vietminh était supérieure, où les paras sautaient à une mort quasi certaine alors que la bataille était perdu d'avance pour simplement ""aller aider les copains"". Les 15000 soldats (3000 sont mort, 10000 sont fait prisonniers mais seulement 3300 reviendront 4 mois plus tard des camps vietminh!)qui ont défendu la cuvette de dien bien phu n'ont pas démérité, ils se sont battu pour une France qui déjà les avait oublié, pour une France qui ne veut pas se souvenir...ce film est tout simplement nécessaire et rend évidemment hommage à ces soldats abandonnés par tous.",1
"Film intimiste. C'est une femme qui raconte une partie de son enfance, de sa jeunesse et de ses relations avec son père, homme mystérieux, peu disert. Elle est aimée de ses parents, mais elle pense que son père, médecin, a connu des aventures mystérieuses dans le sud (de l'Espagne.) où ont eu lieu, lors de la guerre, des massacres. Ce père paraît très dépressif. Deux événements importants : la 1ère communion de la petite fille, et son adolescence.Le film finira tragiquement.Très beau film d'Erice. Très bien réalisé avec une technique cinématographique très maîtrisée : plans / couleurs / rythme / dialogues / musique. Le drame qui couve est bien préparé, l'atmosphère du film laisse deviner bien des mystères dont on saura peu de choses. L'émotion est patente, tout au long de cette histoire qui semble une biographie du cinéaste.",1
"Le Grand Restaurant II possède un scénario de Pierre Palmade où on rit beaucoup allant de rire à pleurer de rire . Toutes les scènes/sketchs sont au moins drôle . Il est comme le premier ,construit de la même façon où on rit autant ,c'est donc aussi un chef d'oeuvre mais la seule différence c'est que le casting contient 28 célébrités (21 pour le premier) : Palmade ,Darc , Mitchell , Bouquet , Martin-Laval ,Boublil ,Testud ,Berry ,Daroussin ,Marchand , Régine ,Miou Miou , Vuillermoz , Podalydès ,Dulery ,Lutz ,Fabian ,Béart , Anémone ,Galabru , Brasseur ,Mergault , Chesnais , Chabat ,Rouve , Jacob ,Weber ,(Line) Renaud .",1
L'idée est intéressante mais elle est vraiment mise à mal par un scénario abracadabrant et trop peu crédible.,0
"Film pseudo érotique qui tourne autour d'un beau mâle, certes plaisant à regarder, mais aussi mauvais acteur que les autres, le tout enrobé dans un scénario plat, aussi plat que la fin... à éviter!",0
"Pour faire court, ce film est tellement nul qu'il m'a été impossible de ne pas être vulgaire sur ma première critique et qu'Allociné m'a gentiment demandé de la changer. J'ai fait l'erreur d'y aller en pensant passer un bon moment comme pour les Kairas qui était plutôt sympa, ne faites pas la même erreur. Je pense ne pas avoir rigolé une seule fois et pourtant j'aime l'humour lourd (Zoolander, MacGruber,...., la liste est longue). C'est mal joué (à la rigueur Malik Bentalha est le seul correcte contrairement à Gad Elmaleh qui signe sans aucun doute son pire rôle), mauvaise réal avec un vrai manque de dynamisme dans le film surement car il n'y a presque aucune bande son (faudra m'expliquer comment ils ont sorti un CD sur ce film), des blagues pourries, des clichés sur les racailles, sur les nains (encore dans les Kairas c'était assez bien emmené mais là ....), sur la Thailande qui apparemment est rempli de transexuel(le)s et il n'y a pas une fille, et surtout n'oublions pas la scène de combat finale qui est sûrement une des scènes les plus tristes jamais réalisée (sans non plus attendre une scène de boxe à la Rocky). Sinon c'est du recyclage d'humour dans tous les sens comme les parodies bidons d'émissions de tv (Hanouna qui dit tout le temps qu'être animateur est un métier, c'est pareil pour être un acteur). Enfin bref, la liste est sans fin et je n'insisterai jamais assez pour dire qu'il ne faut absolument pas allez voir ce film, même quand il passera à la tv gratuitement vous perdrez moins votre temps à regarder pour la énième fois un épisode des experts miami que de voir cette horreur, j'espère juste que ce film perdra tellement d'argent qu'on ne reverra plus jamais ce genre de déchet même si j'en doute fortement",0
"Une comédie surformatée et un peu gauche parcourue de fulgurances etonnantes (""Feels like 8 though right ?!""). Le scénario est d'une indigence rare à la fois rocambolesque et convenu constitué de scènes qui n'ont d'innovant que leur constance dans la platitude. On a l'impression d'avoir vu cent fois les personnages : la bombasse greluche dont on se demande comment elle peut encore être célibataire et l'average Jacky un peu enveloppé afin de faciliter l'identification de l'américain moyen. C'est tellement noyé de bons sentiments qu'on frole l'abrutissement et j'ai failli vomir lorsque Bella a remi son enveloppe à Scott ""Here is 72$ from my bake sale I had to do something"". Ouaahh c'est beau. Oui mais pas autant que le prof de musique qui cite du Nietzche : ""without music life would be a mistake"" sans donner la moindre explication sur le pourquoi. Encore plus fort. Bienvenue entre populisme et sous culture. Dans 15minutes notre héro fera du catch / Ultimate fighting avec un mec en slip aux cheveux vert pomme (véridique). Le film va en s'agravant et la dernière demie heure est difficilement supportable. Au final, même si quelques blagues font mouche elles ne suffisent pas à faire de Here comes the boom une oeuvre méritant 1H30 de votre vie. Une scène : ""You teaching biology, What are the chanes of 48year old woman getting pregnant ? Depends how she looks like"".",0
"Un film plat le sujet est traité avec superficialité, et les personnages ont du mal à faire surgir les émotions. C'est dommage le théme méritait mieux.",0
"un très bon film, une belle histoire originale, des gueules, des dialogues, une morale, tout ce que j'aime",1
"Haute Voltige : Un divertissement de haut volé. Il y a tout dans ce film de braquage pour passé un bon moment : un duo glamour et amusant a suive, un scénario astucieux, bien rythmé, bien dosé et ficelé avec pas mal de rebondissement, non vraiment, que demande de mieux. Je ne comprends pas comment on peut s’ennuyer devant ce film tellement y est bien construit : entre action et humour, et cela, des le début du film. Ce qui a de bien dans les films de braquages, c’est que c’est toujours dans la démesure, ils voient toujours grand donc certes des fois, ça peut paraitre impossible ou absurde mais c’est du cinéma et franchement, le plaisir y est car c’est grand. Il y a certains film de braquage qui justement sont mal calibré et rythmé, alors que la franchement, c’est du tout bon. Ça passe aussi par le duo de personnage attachants car il fonctionne bien, l’achemine est explosif et les personnalités qui se confrontes sont sympas. Faut dire que le casting est bien choisit car cela aurait pu être un duo qui colle pas mais ce n’est pas le cas : on a le droit a un Sean Connery au top de sa forme, il a encore un sacré charisme, même avec la barbe, et Catherine Zeta-Jones est sexy et très a l’aise avec lui : duo de choc. Pour ce qui est de la réalisation, c’est plutôt pas mal, bonne mise en scène, bon montage, digne au fait d’un bon film d’action. Et pour finir, pour en revenir au scénario, il y a pas mal de rebondissements assez simple mais efficace et ça donne du rythme, même a la fin, on se dit, ah ouais, non, ah ouais d’accords… ça fonctionne bien car il y a pas mal de faux semblants. Donc voila, c’est bien calibré, c’est efficace, marrant et glamour, on en redemanderait presque.",1
"Nouvelle adaptation d'un roman de Nicholas Sparks, le pitch d'Un havre de paix a tout du mauvais téléfilm à l'eau de rose dont la tv américaine nous abreuve. Mais tout ça est emballé avec métier pour nous faire passer un bon moment. L'intrigue que nous découle Nicholas Sparks est des plus classiques. Une jeune femme fuit un lourd passé et trouve refuge dans une petite ville côtière de Southport là ou la vie est plus simple. Elle fait la connaissance d'un père veuf et va en tomber amoureux. Mais le passé nous rattrape toujours. Le point fort du film c'est de dérouler sous nos yeux la vie paisible de cette communauté. Le cinéma et la tv US savent souvent nous montrer la vie bucolique de ces petites villes. Les gens simples quoi. Et ça fait du bien. Caricatural peut-être mais c'est bon pour le coeur. Josh Duhamel et la jeune Julianne Hough forment un joli couple. On avance dans le film et on sait évidemment comment tout ça va se passer. Il y a une autre partie au film, moins convaincante vu aussi 1000 fois. Un flic recherche activement notre héroïne pour ce qu'elle a fait et on découvre petit à petit ce qui s'est passé. Sans être déplaisant cette partie du film est la plus faible et on aurait pu s'en passer. A noter tout de même la prestation excellente de David Lyons dans le rôle du flic. Et que dire de cet éblouissant final ou le rôle de la belle Cobie Smulders trouve tout son sens. Rien que pour cette dernière scene très réussie le film est à voir. Un film sentimental dans la lignée de Cher John (du même réalisateur) et du très réussi The Lucky One.",1
"C'est un film fait de petits riens. Le héros est un petit acteur sans charisme. Il croise des gens qui n'ont rien d'exceptionnel pendant deux heures et pourtant, le réalisateur nous captive. De repas trop arrosés en rendez-vous amoureux, il suit un type qui nous ressemble et qui nous révèle quelques vérités sur la quéte de l'amour et surtout ses dangers. C'est un film au style étonnant, sûrement déconcertant, mais qui ne peut laisser insensible !",1
"Bon film original et spécial dans une ambiance glauque, parano, oppressante et maitrisée. Les acteurs y jouent magistralement bien. On aime ou on aime pas mais très bon film.",1
"Une suite plus qu'attendue et très réussi. La maîtrise des frangins est impressionnante, tout comme les chorégraphies, mais attention certaines scènes semblent sorties d'un jeu vidéo (comme la baston contre les nombreux agents Smith). Nul n'est parfait !",1
"Il y'avait bien quelques années que je n'avais plus entendu parler de Ron Howard ... Et revoilà qu'il ressurgit avec un excellent film de course qui brille par ses scènes de bagnole mais aussi par ses deux personnages principaux . Bien que la première partie soit un peu moins intéressante que la seconde ( la deuxième, triste et belle, commençant par un événement dramatique ), Rush reste dans son ensemble passionnant . Pour parler de la première partie, elle se contente de présenter les personnages avec quelques passages bien en dessous de la qualité globale du film, mais montre des scènes amusantes et impressionnantes . La seconde, par contre, montre encore de belles courses mais avec une intensité bien plus grande que la première ( car on s'est attaché aux deux personnages ( bien plus Niki Lauda que James Hunt ) , et l'événement violent qui intervient ne fait que renforcer cela ). Très soigné par sa réalisation, la mise en scène, elle aussi, brille de milles feux ! N'oublions pas non plus de citer la très belle partition de Hans Zimmer ( que l'on reconnait bien plus lors de la deuxième partie ). Malgré une toute fin dont je n'ai pas eu le plaisir d'adhérer entièrement ( ainsi que quelques scènes maladroites ), Rush est quand même un très bon film ! Passionnés de formule 1, regardez ce film . Et le reste ? Regardez-le aussi ...",1
"J'ai vu ""peur de rien"" en avant première sur Lille en compagnie de Danielle Arbid et de Vincent Lacoste. Pour qualifier ce film je dirai que c'est une perle tout simplement. La réalisatrice nous a dit : ""Si demain, après demain, vous avez encore le film dans la tête, vous pouvez en parler"". A mon petit niveau, j'ai un groupe d'amis cinéphile à qui je l'ai conseillé et ma maigre contribution sur allociné car j'ai vraiment adoré ce film. Manal Issa est d'une fraîcheur incroyable (castée parmi 700 filles !) jamais tout à fait lisse mais pas méchante non plus. Elle est passionnée, vit sa vie en France au jour le jour au hasard de ses rencontres, ses amours. Les garçons y sont radieux : Paul Hamy au regard de braise vu dans le rétroviseur intérieur d'une voiture sur un air d'Etienne Daho, Damien Chapelle, romantique au grand cœur, et Vincent Lacoste vivant à fond ses idéaux. Les scènes à la fac sont des purs moments de délectations avec Dominique Blanc qui exalte l'histoire des arts. Les années 90, la bande son (Frank Black, Niagara, Noir désir) est démente, les années où la jeunesse affirmée vivait encore pour des idéaux politiques. Bref, les thèmes sont bien traités, c'est frais, plaisant, c'est 2h de pur bonheur.",1
"Contrairement aux 4 étoiles j'ai compris pourquoi ce film n'a pas plu, quand à montrer la situation des noirs c'est soit trop poussé, soit pas assez, et dans tous les cas ça montre le racisme ordinaire français, mais vu par un français, et assez moyen. Chatiliez nous a habitué à mieux, en même temps avec V. Lemercier ça commençait mal, surtout si ça chante, elle reste quand même sur le chef d'œuvre ""Mange des frites"". Alors donc voilà une bonne grosse merde, une bouse comme j'en avais pas vu depuis longtemps, même Asterix aux JO à côté est génial. J'ai passé mon temps à mater ma montre et me demander quand stopper le suplice, dire que pendant ce temps des bons scénarios, et des réalisateurs compétents sont rejetés pour financer ces daubes. Lemercier jouant mal ça on sait, on le voit, le maquillage semble fait par une école maternelle, les autres acteurs font beaufs et jouent mal (que vient faire Rochefort ici ?), les dialogues sont nazes au possible, et je préfère pas parler des paroles des chansons ni des chorégraphies sinon je m'étouffe (celle de MJ est tout juste passable). Si le ridicule tuait le film aurait jamais été fini, à se demander si les acteurs mettront ce film dans leur CV. Je me retrouve quand la presse dit ""pur ratage industriel, très mauvais film, pas drôle, satire molle, chansons nulles, maquillage bizarre, intrigue prévisible..."" bref évitez à tous prix, sauf en cas de suicide, c'est une merde d'1h45, qu'on veut arrêter au bout de 10 min et à 30 on se dit qu'on aurait mieux fait car sans aucuns doutes ça s'empire après, et on a raison.",0
"Beaucoup de critiques négatives, je trouve cela assez dommage, c'est un bon film, un huis clos psychologique avec un seul protagoniste qui fait poser beaucoup de questions à celui qui SAIT regarder! Même en étant dans l'optique de regarder un film à sensation ou thriller pur, j'espère que vous aurez l'intelligence de vous interroger après visionnage de ce film. SPOILER (ou pas) en fin de film: naissance, renaissance, Leçon du passé ou à venir... j'ai beaucoup d'allégories qui pourrait s'appliquer à ma vie personnelle dans ce film, d'où ma note assez clémente a priori? Quoi qu'il en soit, vous passerez un bon moment en visionnant ce film, malgré quelques longueurs je vous l'accorde (les toilettes par exemple).",1
"Je me l'étais interdit mais je n'ai pu résister à l'envie de voir la suite du très mauvais ""Sleepaway Camp"" et par là même voir les progrès de son réalisateur. Concernant le deuxième point, c'est très rapide, point de progrès à l'horizon, on prend les mêmes idées farfelues, le même genre d'acteurs à la frontière de l'amateurisme et on recommence avec une intrigue et des personnages débiles à empiler les dialogues pitoyables et les pseudo-scènes de suspens ... Evidemment ça ne prend pas et ça gonfle même assez rapidement, il faut d'ailleurs attendre un sacré long moment avant d'assister à des mises à mort qui sortent de l'ordinaire et avoir son quota d'hémoglobine. Et puis ce personnage du flic ... Bref, une nouvelle fois rien à sauver, on ne peut même plus en rire vu la date de sortie ...",0
"Pour la première fois je ne me serais pas régalé sur un film d'animation 3D. je le trouve assez loin de ceux tels que l'age de glace, lucas, toy story, volt et meme en dessous de dragons ou numéro 9. Il est vrai que je n'ai pas vu toutes les animations 3D, mais celui ci ne m'as pas vraiment fait rire, je le trouve classique et même si l'idée de base est bien trouvée, je le trouve trop prévisible.",0
Film moyen. Pas de surprise. Le film est désespérément la où on l'attends. Mise en place lente. Dénouement téléphoné . Bref aucune originalitée. Du déjà vu 1000 et une fois...,0
"""Inferno"" raconte l'histoire de Rose (Irene Miracle), une jeune femme qui emménage dans un immeuble new-yorkais à l'atmosphère étrange. Elle va apprendre qu'il a été construit pour une des trois mères des Enfers... ""Inferno"" est mon Argento préféré, quand bien même la plupart des fans préfèrent ""Suspiria"" ou ""Profondo Rosso"". Même si le film comporte des défauts – comme presque tous les Argento –, tels que le jeu approximatif des acteurs, un scénario partant un peu dans tous les sens (je me suis toujours dit que la scène où les rats tuent un homme était un peu hors-sujet), une fin décevante (LA principale caractéristique des films d'Argento malheureusement), j'adore ce film pour son ambiance si particulière, son aspect visuel d'une beauté inouïe, ses moments d'angoisse (du simple trou dans le sol cachant en fait tout un espace immergé à la déambulation dans l'immeuble et ses endroits secrets) et sa musique superbe. Bref, tout le cocktail qui fit le succès des meilleurs Argento, mais avec un je-ne-sais-quoi de plus qui fait de ce film un chef-d'oeuvre à mes yeux.",1
"Affligeant !... quelle tristesse de voir la si merveilleuse louise bourgoin dans ce film - Ce que ca dit des hommes des femmes et des enfants est insupportables ... les femmes sont « bonne » ou pas « bonne », les hommes sont des goujats drogués immatures et les enfants des gnomes qui ne rêvent que de mc do, de barbie et de playbstation - quel tableau desesperant.. la salle riait certes... et ce qui rend le plus triste .. je suis heureuse de ne pas m’identifier à ces personnages et de ne pas connaitre de gens qui leur ressemble -",0
"Malgré son casting prestigieux (réunissant Adrian Brody, Keira Knightley, Kris Kristofferson mais aussi Daniel Craig dans un rôle étonnant) et les effets visuels pompeux que John Maybury reproduit sans vergogne, The Jacket n’est malheureusement qu’un vague mélange entre Vol au-dessus d’un nid de coucous et Stalag 17 auquel les auteurs auraient vainement cherché à rendre l’intrigue suffisamment complexe pour paraitre ingénieuse. En effet, même si le concept du tiroir métallique est assez surprenant, la simplicité navrante avec laquelle sont traités les voyages dans le temps et la réutilisation de thématiques classiques n’empêchent pas au scénario de tomber dans le piège des incohérences. Les allers et retours de Jack Starks entre 1993 et 2007 ne sont finalement la base que d’une bluette gnangnan et d’une enquête médicale bizarrement tarabiscotée et en définitive bien peu passionnante.",0
"On ne peut pas parler d'une franche réussite avec ce film. Si le concept fonctionne efficacement en format court, on sent que les auteurs ont eu beaucoup de mal à restituer ce sens comique autrement qu'en un empilement de scènes assez décousues, sur un rythme saccadé. L'inspiration est un peu en berne et l'on peut passer d'une franche hilarité à un gros coup de ""bof"", et malheureusement le ""bof"" revient assez souvent. Disons-le tout net: ce passage sur grand écran ressemble au final à une fausse bonne idée.",0
"Ce film est splendide !!! La plus belle romance que j'ai jamais vue !! C'est beau, fort, émouvant, triste et incroyablement bien joué ! J'ai frissonné tout au long du film et j'en garderai un souvenir impérissable.",1
"Dans ce film d'une heure dix, il y a un plan final d'un ridicule absolu qui nous fait oublier la fadeur de cette histoire de vampirettes et de nain (Van Helsing) dans un triste deux pièces. On a droit ensuite droit à vingt minutes de générique de fin, histoire de créditer quinze fois les mêmes noms, histoire aussi de bien remplir le vide qui reste... Enfin, mentions spéciales aux marionnettes à la mobilité plus que réduite et à leur laideur qui laisse coi.",0
"Une débauche d'effets spéciaux pas toujours utiles et dont certains sont franchement laids. Les plus beaux plans sont après tout les moins numérisés ! Ce conte mythologique aurait gagné à être un peu plus simple. La réalisation est très soignée (mis à part les quelques scènes où les effets spéciaux pêchent par leur faiblesse) et prouve le grand talent de Chen Kaige. Après ""Adieu ma concubine"", Kaige se renouvelle en adoptant une réalisation autrement plus rapide, brutale et nerveuse. C'est ce qui sauve le film : aucun temps mort ! On sort du film décoiffé mais pas sûr qu'on en garde un souvenir impérissable ! A l'inverse d'""Adieu ma concubine""...",0
Johnnie To à contre emploi dans une comédie romantique loufoque. Sympa.,0
alien 80 tes arguments sur la musique sont bidon pck dans les films indiens la présence de chanson est normale. Au contraire ce n'est pas normal s'il y en avait ps. Et si t aime ps ba regarde ps les films indiens au lieu de critiquer les points forts de ces films.,1
Le premier opus est beaucoup mieux et il etait une deception alors la le 2eme opus c'est totalement rate: histoire nulle personnage nul scenario nul bref n'alllez pas le voir vous commencerai a baillir des les premiere minutes comme moi.,0
"Un bon metteur en scène, Mitchum, Ryan et Grahame, cela ne peut que mettre en appétit! La déception est rude tout autant que l'ennui. L'intellectualisme sans action ne va pas à Dmytryk. Autant il a réussi le coté passionnel de l'homosexualité dans ''l'homme aux colts d'or'' autant il s'est planté avec l'antisémitisme dans ''feux croisés''. Il n'y a rien dans ce film, tout doit être dans le roman et les bavardages ininterrompus entre tous les personnages finissent par nous endormir, il y a des livres à ne pas mettre en cinéma. Comment peut on faire une mise en scène aussi terne, avec le talent de Dmytryk? C'est presque à croire que c'est voulu…Un comble. En dehors de Gloria Grahame toujours aussi exceptionnelle, je ne vois pas qui ou quoi ressortir de ce pensum dans lequel Mitchum donne encore plus l'impression de s'ennuyer que d'habitude.",0
"Ce qui rend le film dur est de voir ce fermier se comportant avec plus d'humanité avec ses vaches qu'avec sa femme et compagne de travail qui n’est finalement pour lui qu'une bête parmi d'autres, puis qui se retrouve confronté du jour au lendemain à devoir se remettre en question, suite à l'embauche d'un sans papier hispanophone sur sa ferme. Il n’y a pourtant là dans ces traits humains forcés aucune caricature, les acteurs sont excellents, fort crédibles, et c'est avant tout le décor magnifique de la scène, de splendides paysages de montagne suisses où est situé la ferme, qui donne tant de charme à l'oeuvre. C'est beau ! On suit là le cheminement de l'homme face à sa détresse. Un film finalement très sensible et pertinent sur la question de la misogynie, de l'amour et de la compréhension homme femme et sur la vie en milieu rural montagnard. Voilà un film qui aurait mérité plus que 54 places à Paris en 1ere semaine !",1
"Une excellente comédie française qui caricature ces jeunes cadres dynamiques aux dents longues, avides et prêts à tout pour réussir, tellement à la mode dans ces années 80. Ayant fait une mauvaise blague au plus malchanceux d'entre eux, ils vont se devoir se mettre en quatre pour réparer les conséquences de leur farce. Un film à voir, qui montre Genest dans un cadre plus intéressant que son habituelle série à trois sous.",1
"Dire qu'il faut aimer Barbara Stanwyck pour apprécier un minimum « Miss Manton est folle » est un euphémisme... La voir promener son énergie débordante, son charisme et sa folle beauté est clairement le principal, voire le seul attrait de cette comédie par ailleurs assez faible. Le rythme est tout juste passable, la réalisation anonyme et surtout l'intrigue policière totalement incompréhensible, pour ne pas dire franchement inintéressante, au point qu'on se désintéresse très vite de savoir qui est le coupable, révélé d'ailleurs dans un final insipide. Quelques beaux plans émergent de temps à autre et certaines répliques font sourire, mais il est peu dire qu'hormis la belle Barbara, tout ceci s'effacera bien vite de notre mémoire... Dispensable.",0
Un conte fantastique sur le temps. Une histoire extraordinaire dans laquelle le spectateur plonge avec un réel bonheur. Un petit bijou !,1
"François Holin dit Ho est un petit malfrat qui veut jouer dans la cour des grands et adorant les cravates (il en a 372), il est bien campé par un bon Belmondo au jeu plus calme qu'à son habitude. Un film prenant qui comme presque toute les histoires de José Giovanni comporte une scène dans le milieu carcéral. Peu connu Ho est pourtant un polar tout à fait honorable avec un excellent final. Un film à découvrir.",1
